Date,Host,Service,Content
"2026-06-19T01:05:01.676Z","i-0a2328f9d6500e6c4","smps_stats","[Fri Jun 19 2026 10:05:01] Msgs=812119667 Throughput=318.431473 Response_Time=17.587977 Wait_Time_In_Queue=0.005619 Max_HP_Msg=32 Max_NP_Msg=59 Current_Depth=0 Max_Depth=59 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=60 Max_Threads=60 Busy_Threads=29 Current_Connections=2223 Max_Connections=2877 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:04:03.448Z","i-00dd30849ccfba93a","smps_stats","[Fri Jun 19 2026 10:04:02] Msgs=790885386 Throughput=310.034656 Response_Time=17.494235 Wait_Time_In_Queue=0.005966 Max_HP_Msg=34 Max_NP_Msg=55 Current_Depth=0 Max_Depth=55 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=56 Max_Threads=56 Busy_Threads=35 Current_Connections=2250 Max_Connections=2817 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:04:03.104Z","i-023c16c7968372b38","smps_stats","[Fri Jun 19 2026 10:04:01] Msgs=808630906 Throughput=316.925845 Response_Time=17.660144 Wait_Time_In_Queue=0.006463 Max_HP_Msg=35 Max_NP_Msg=80 Current_Depth=0 Max_Depth=80 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=55 Max_Threads=55 Busy_Threads=36 Current_Connections=2421 Max_Connections=3452 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:04:02.866Z","i-06d8bd0429c15d38c","smps_stats","[Fri Jun 19 2026 10:04:02] Msgs=776929521 Throughput=304.601914 Response_Time=17.164143 Wait_Time_In_Queue=0.004781 Max_HP_Msg=30 Max_NP_Msg=51 Current_Depth=1 Max_Depth=51 Current_High_Depth=0 Current_Norm_Depth=1 Current_Threads=52 Max_Threads=52 Busy_Threads=28 Current_Connections=2131 Max_Connections=2778 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:04:02.640Z","i-0a2328f9d6500e6c4","smps_stats","[Fri Jun 19 2026 10:04:01] Msgs=812048716 Throughput=318.411144 Response_Time=17.587932 Wait_Time_In_Queue=0.005619 Max_HP_Msg=32 Max_NP_Msg=59 Current_Depth=0 Max_Depth=59 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=60 Max_Threads=60 Busy_Threads=23 Current_Connections=2143 Max_Connections=2877 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:03:02.828Z","i-06d8bd0429c15d38c","smps_stats","[Fri Jun 19 2026 10:03:02] Msgs=776866479 Throughput=304.584482 Response_Time=17.164109 Wait_Time_In_Queue=0.004781 Max_HP_Msg=30 Max_NP_Msg=51 Current_Depth=0 Max_Depth=51 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=52 Max_Threads=52 Busy_Threads=21 Current_Connections=2286 Max_Connections=2778 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:03:02.604Z","i-0a2328f9d6500e6c4","smps_stats","[Fri Jun 19 2026 10:03:02] Msgs=811978455 Throughput=318.390960 Response_Time=17.587882 Wait_Time_In_Queue=0.005619 Max_HP_Msg=32 Max_NP_Msg=59 Current_Depth=0 Max_Depth=59 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=60 Max_Threads=60 Busy_Threads=23 Current_Connections=2340 Max_Connections=2877 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:03:02.405Z","i-00dd30849ccfba93a","smps_stats","[Fri Jun 19 2026 10:03:01] Msgs=790813961 Throughput=310.014070 Response_Time=17.494125 Wait_Time_In_Queue=0.005966 Max_HP_Msg=34 Max_NP_Msg=55 Current_Depth=0 Max_Depth=55 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=56 Max_Threads=56 Busy_Threads=32 Current_Connections=2462 Max_Connections=2817 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:03:02.066Z","i-023c16c7968372b38","smps_stats","[Fri Jun 19 2026 10:03:01] Msgs=808559875 Throughput=316.905458 Response_Time=17.660013 Wait_Time_In_Queue=0.006463 Max_HP_Msg=35 Max_NP_Msg=80 Current_Depth=0 Max_Depth=80 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=55 Max_Threads=55 Busy_Threads=38 Current_Connections=2355 Max_Connections=3452 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:02:03.024Z","i-023c16c7968372b38","smps_stats","[Fri Jun 19 2026 10:02:02] Msgs=808490897 Throughput=316.885751 Response_Time=17.659840 Wait_Time_In_Queue=0.006463 Max_HP_Msg=35 Max_NP_Msg=80 Current_Depth=0 Max_Depth=80 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=55 Max_Threads=55 Busy_Threads=21 Current_Connections=2246 Max_Connections=3452 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:02:02.567Z","i-0a2328f9d6500e6c4","smps_stats","[Fri Jun 19 2026 10:02:01] Msgs=811909166 Throughput=318.371405 Response_Time=17.587830 Wait_Time_In_Queue=0.005619 Max_HP_Msg=32 Max_NP_Msg=59 Current_Depth=0 Max_Depth=59 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=60 Max_Threads=60 Busy_Threads=21 Current_Connections=2262 Max_Connections=2877 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:02:02.367Z","i-00dd30849ccfba93a","smps_stats","[Fri Jun 19 2026 10:02:01] Msgs=790746461 Throughput=309.994900 Response_Time=17.493981 Wait_Time_In_Queue=0.005966 Max_HP_Msg=34 Max_NP_Msg=55 Current_Depth=0 Max_Depth=55 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=56 Max_Threads=56 Busy_Threads=26 Current_Connections=2406 Max_Connections=2817 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:02:01.786Z","i-06d8bd0429c15d38c","smps_stats","[Fri Jun 19 2026 10:02:01] Msgs=776802014 Throughput=304.566372 Response_Time=17.164055 Wait_Time_In_Queue=0.004781 Max_HP_Msg=30 Max_NP_Msg=51 Current_Depth=0 Max_Depth=51 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=52 Max_Threads=52 Busy_Threads=36 Current_Connections=2242 Max_Connections=2778 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:01:02.748Z","i-06d8bd0429c15d38c","smps_stats","[Fri Jun 19 2026 10:01:02] Msgs=776738249 Throughput=304.548416 Response_Time=17.164016 Wait_Time_In_Queue=0.004781 Max_HP_Msg=30 Max_NP_Msg=51 Current_Depth=0 Max_Depth=51 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=52 Max_Threads=52 Busy_Threads=33 Current_Connections=2171 Max_Connections=2778 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:01:02.526Z","i-0a2328f9d6500e6c4","smps_stats","[Fri Jun 19 2026 10:01:01] Msgs=811843103 Throughput=318.352990 Response_Time=17.587769 Wait_Time_In_Queue=0.005619 Max_HP_Msg=32 Max_NP_Msg=59 Current_Depth=0 Max_Depth=59 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=60 Max_Threads=60 Busy_Threads=20 Current_Connections=2193 Max_Connections=2877 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:01:02.329Z","i-00dd30849ccfba93a","smps_stats","[Fri Jun 19 2026 10:01:01] Msgs=790678858 Throughput=309.975689 Response_Time=17.493823 Wait_Time_In_Queue=0.005966 Max_HP_Msg=34 Max_NP_Msg=55 Current_Depth=0 Max_Depth=55 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=56 Max_Threads=56 Busy_Threads=38 Current_Connections=2350 Max_Connections=2817 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:01:01.985Z","i-023c16c7968372b38","smps_stats","[Fri Jun 19 2026 10:01:01] Msgs=808423794 Throughput=316.867026 Response_Time=17.659698 Wait_Time_In_Queue=0.006463 Max_HP_Msg=35 Max_NP_Msg=80 Current_Depth=0 Max_Depth=80 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=55 Max_Threads=55 Busy_Threads=27 Current_Connections=2195 Max_Connections=3452 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:00:02.945Z","i-023c16c7968372b38","smps_stats","[Fri Jun 19 2026 10:00:01] Msgs=808354212 Throughput=316.847204 Response_Time=17.659514 Wait_Time_In_Queue=0.006463 Max_HP_Msg=35 Max_NP_Msg=80 Current_Depth=0 Max_Depth=80 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=55 Max_Threads=55 Busy_Threads=23 Current_Connections=2105 Max_Connections=3452 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:00:02.712Z","i-06d8bd0429c15d38c","smps_stats","[Fri Jun 19 2026 10:00:01] Msgs=776671094 Throughput=304.529369 Response_Time=17.163999 Wait_Time_In_Queue=0.004781 Max_HP_Msg=30 Max_NP_Msg=51 Current_Depth=0 Max_Depth=51 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=52 Max_Threads=52 Busy_Threads=22 Current_Connections=2072 Max_Connections=2778 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:00:02.488Z","i-0a2328f9d6500e6c4","smps_stats","[Fri Jun 19 2026 10:00:01] Msgs=811777304 Throughput=318.334678 Response_Time=17.587665 Wait_Time_In_Queue=0.005618 Max_HP_Msg=32 Max_NP_Msg=59 Current_Depth=2 Max_Depth=59 Current_High_Depth=0 Current_Norm_Depth=2 Current_Threads=60 Max_Threads=60 Busy_Threads=23 Current_Connections=2144 Max_Connections=2877 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T01:00:02.291Z","i-00dd30849ccfba93a","smps_stats","[Fri Jun 19 2026 10:00:01] Msgs=790610380 Throughput=309.956134 Response_Time=17.493673 Wait_Time_In_Queue=0.005966 Max_HP_Msg=34 Max_NP_Msg=55 Current_Depth=0 Max_Depth=55 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=56 Max_Threads=56 Busy_Threads=24 Current_Connections=2300 Max_Connections=2817 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:59:02.450Z","i-0a2328f9d6500e6c4","smps_stats","[Fri Jun 19 2026 09:59:02] Msgs=811713543 Throughput=318.317039 Response_Time=17.587608 Wait_Time_In_Queue=0.005618 Max_HP_Msg=32 Max_NP_Msg=59 Current_Depth=0 Max_Depth=59 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=60 Max_Threads=60 Busy_Threads=35 Current_Connections=2082 Max_Connections=2877 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:59:02.254Z","i-00dd30849ccfba93a","smps_stats","[Fri Jun 19 2026 09:59:01] Msgs=790544815 Throughput=309.937720 Response_Time=17.493579 Wait_Time_In_Queue=0.005965 Max_HP_Msg=34 Max_NP_Msg=55 Current_Depth=0 Max_Depth=55 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=56 Max_Threads=56 Busy_Threads=42 Current_Connections=2260 Max_Connections=2817 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:59:01.906Z","i-023c16c7968372b38","smps_stats","[Fri Jun 19 2026 09:59:01] Msgs=808285994 Throughput=316.827916 Response_Time=17.659365 Wait_Time_In_Queue=0.006463 Max_HP_Msg=35 Max_NP_Msg=80 Current_Depth=0 Max_Depth=80 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=55 Max_Threads=55 Busy_Threads=25 Current_Connections=2267 Max_Connections=3452 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:59:01.675Z","i-06d8bd0429c15d38c","smps_stats","[Fri Jun 19 2026 09:59:01] Msgs=776606461 Throughput=304.511191 Response_Time=17.163993 Wait_Time_In_Queue=0.004781 Max_HP_Msg=30 Max_NP_Msg=51 Current_Depth=0 Max_Depth=51 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=52 Max_Threads=52 Busy_Threads=26 Current_Connections=1942 Max_Connections=2778 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:58:03.218Z","i-00dd30849ccfba93a","smps_stats","[Fri Jun 19 2026 09:58:02] Msgs=790480128 Throughput=309.919528 Response_Time=17.493473 Wait_Time_In_Queue=0.005965 Max_HP_Msg=34 Max_NP_Msg=55 Current_Depth=0 Max_Depth=55 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=56 Max_Threads=56 Busy_Threads=15 Current_Connections=2407 Max_Connections=2817 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:58:02.871Z","i-023c16c7968372b38","smps_stats","[Fri Jun 19 2026 09:58:02] Msgs=808219176 Throughput=316.809052 Response_Time=17.659222 Wait_Time_In_Queue=0.006463 Max_HP_Msg=35 Max_NP_Msg=80 Current_Depth=0 Max_Depth=80 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=55 Max_Threads=55 Busy_Threads=17 Current_Connections=2197 Max_Connections=3452 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:58:02.638Z","i-06d8bd0429c15d38c","smps_stats","[Fri Jun 19 2026 09:58:02] Msgs=776545405 Throughput=304.494295 Response_Time=17.163993 Wait_Time_In_Queue=0.004781 Max_HP_Msg=30 Max_NP_Msg=51 Current_Depth=0 Max_Depth=51 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=52 Max_Threads=52 Busy_Threads=16 Current_Connections=2106 Max_Connections=2778 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:58:02.412Z","i-0a2328f9d6500e6c4","smps_stats","[Fri Jun 19 2026 09:58:01] Msgs=811646235 Throughput=318.298258 Response_Time=17.587565 Wait_Time_In_Queue=0.005618 Max_HP_Msg=32 Max_NP_Msg=59 Current_Depth=0 Max_Depth=59 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=60 Max_Threads=60 Busy_Threads=23 Current_Connections=2426 Max_Connections=2877 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:57:02.833Z","i-023c16c7968372b38","smps_stats","[Fri Jun 19 2026 09:57:02] Msgs=808154775 Throughput=316.791258 Response_Time=17.659109 Wait_Time_In_Queue=0.006463 Max_HP_Msg=35 Max_NP_Msg=80 Current_Depth=0 Max_Depth=80 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=55 Max_Threads=55 Busy_Threads=27 Current_Connections=2144 Max_Connections=3452 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:57:02.371Z","i-0a2328f9d6500e6c4","smps_stats","[Fri Jun 19 2026 09:57:01] Msgs=811581819 Throughput=318.280486 Response_Time=17.587510 Wait_Time_In_Queue=0.005618 Max_HP_Msg=32 Max_NP_Msg=59 Current_Depth=0 Max_Depth=59 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=60 Max_Threads=60 Busy_Threads=22 Current_Connections=2382 Max_Connections=2877 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:57:02.178Z","i-00dd30849ccfba93a","smps_stats","[Fri Jun 19 2026 09:57:01] Msgs=790416405 Throughput=309.901956 Response_Time=17.493373 Wait_Time_In_Queue=0.005965 Max_HP_Msg=34 Max_NP_Msg=55 Current_Depth=1 Max_Depth=55 Current_High_Depth=0 Current_Norm_Depth=1 Current_Threads=56 Max_Threads=56 Busy_Threads=38 Current_Connections=2357 Max_Connections=2817 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:57:01.600Z","i-06d8bd0429c15d38c","smps_stats","[Fri Jun 19 2026 09:57:01] Msgs=776484385 Throughput=304.477651 Response_Time=17.163986 Wait_Time_In_Queue=0.004781 Max_HP_Msg=30 Max_NP_Msg=51 Current_Depth=0 Max_Depth=51 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=52 Max_Threads=52 Busy_Threads=18 Current_Connections=2080 Max_Connections=2778 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:56:03.336Z","i-0a2328f9d6500e6c4","smps_stats","[Fri Jun 19 2026 09:56:02] Msgs=811515234 Throughput=318.261737 Response_Time=17.587459 Wait_Time_In_Queue=0.005618 Max_HP_Msg=32 Max_NP_Msg=59 Current_Depth=0 Max_Depth=59 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=60 Max_Threads=60 Busy_Threads=24 Current_Connections=2336 Max_Connections=2877 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:56:02.792Z","i-023c16c7968372b38","smps_stats","[Fri Jun 19 2026 09:56:01] Msgs=808088358 Throughput=316.772798 Response_Time=17.658990 Wait_Time_In_Queue=0.006463 Max_HP_Msg=35 Max_NP_Msg=80 Current_Depth=0 Max_Depth=80 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=55 Max_Threads=55 Busy_Threads=17 Current_Connections=2083 Max_Connections=3452 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:56:02.555Z","i-06d8bd0429c15d38c","smps_stats","[Fri Jun 19 2026 09:56:01] Msgs=776423363 Throughput=304.460886 Response_Time=17.164006 Wait_Time_In_Queue=0.004781 Max_HP_Msg=30 Max_NP_Msg=51 Current_Depth=0 Max_Depth=51 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=52 Max_Threads=52 Busy_Threads=14 Current_Connections=2030 Max_Connections=2778 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:56:02.139Z","i-00dd30849ccfba93a","smps_stats","[Fri Jun 19 2026 09:56:01] Msgs=790348349 Throughput=309.882563 Response_Time=17.493304 Wait_Time_In_Queue=0.005965 Max_HP_Msg=34 Max_NP_Msg=55 Current_Depth=0 Max_Depth=55 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=56 Max_Threads=56 Busy_Threads=24 Current_Connections=2289 Max_Connections=2817 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:55:03.099Z","i-00dd30849ccfba93a","smps_stats","[Fri Jun 19 2026 09:55:01] Msgs=790285217 Throughput=309.865099 Response_Time=17.493210 Wait_Time_In_Queue=0.005965 Max_HP_Msg=34 Max_NP_Msg=55 Current_Depth=0 Max_Depth=55 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=56 Max_Threads=56 Busy_Threads=21 Current_Connections=2185 Max_Connections=2817 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:55:02.517Z","i-06d8bd0429c15d38c","smps_stats","[Fri Jun 19 2026 09:55:01] Msgs=776359639 Throughput=304.443060 Response_Time=17.163986 Wait_Time_In_Queue=0.004781 Max_HP_Msg=30 Max_NP_Msg=51 Current_Depth=0 Max_Depth=51 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=52 Max_Threads=52 Busy_Threads=17 Current_Connections=1980 Max_Connections=2778 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:55:02.297Z","i-0a2328f9d6500e6c4","smps_stats","[Fri Jun 19 2026 09:55:01] Msgs=811450803 Throughput=318.244082 Response_Time=17.587434 Wait_Time_In_Queue=0.005618 Max_HP_Msg=32 Max_NP_Msg=59 Current_Depth=0 Max_Depth=59 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=60 Max_Threads=60 Busy_Threads=14 Current_Connections=2242 Max_Connections=2877 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:55:01.756Z","i-023c16c7968372b38","smps_stats","[Fri Jun 19 2026 09:55:01] Msgs=808023970 Throughput=316.755008 Response_Time=17.658885 Wait_Time_In_Queue=0.006463 Max_HP_Msg=35 Max_NP_Msg=80 Current_Depth=0 Max_Depth=80 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=55 Max_Threads=55 Busy_Threads=21 Current_Connections=2001 Max_Connections=3452 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:54:03.717Z","i-023c16c7968372b38","smps_stats","[Fri Jun 19 2026 09:54:02] Msgs=807960711 Throughput=316.737535 Response_Time=17.658777 Wait_Time_In_Queue=0.006463 Max_HP_Msg=35 Max_NP_Msg=80 Current_Depth=0 Max_Depth=80 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=55 Max_Threads=55 Busy_Threads=25 Current_Connections=2187 Max_Connections=3452 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:54:02.477Z","i-06d8bd0429c15d38c","smps_stats","[Fri Jun 19 2026 09:54:01] Msgs=776302878 Throughput=304.427965 Response_Time=17.163997 Wait_Time_In_Queue=0.004781 Max_HP_Msg=30 Max_NP_Msg=51 Current_Depth=0 Max_Depth=51 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=52 Max_Threads=52 Busy_Threads=23 Current_Connections=1916 Max_Connections=2778 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:54:02.260Z","i-0a2328f9d6500e6c4","smps_stats","[Fri Jun 19 2026 09:54:01] Msgs=811386901 Throughput=318.226508 Response_Time=17.587401 Wait_Time_In_Queue=0.005618 Max_HP_Msg=32 Max_NP_Msg=59 Current_Depth=0 Max_Depth=59 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=60 Max_Threads=60 Busy_Threads=15 Current_Connections=2192 Max_Connections=2877 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:54:02.061Z","i-00dd30849ccfba93a","smps_stats","[Fri Jun 19 2026 09:54:01] Msgs=790223991 Throughput=309.848382 Response_Time=17.493119 Wait_Time_In_Queue=0.005964 Max_HP_Msg=34 Max_NP_Msg=55 Current_Depth=0 Max_Depth=55 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=56 Max_Threads=56 Busy_Threads=26 Current_Connections=2060 Max_Connections=2817 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:53:03.023Z","i-00dd30849ccfba93a","smps_stats","[Fri Jun 19 2026 09:53:02] Msgs=790163900 Throughput=309.831988 Response_Time=17.493045 Wait_Time_In_Queue=0.005964 Max_HP_Msg=34 Max_NP_Msg=55 Current_Depth=0 Max_Depth=55 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=56 Max_Threads=56 Busy_Threads=10 Current_Connections=2179 Max_Connections=2817 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:53:02.680Z","i-023c16c7968372b38","smps_stats","[Fri Jun 19 2026 09:53:01] Msgs=807897110 Throughput=316.720176 Response_Time=17.658695 Wait_Time_In_Queue=0.006463 Max_HP_Msg=35 Max_NP_Msg=80 Current_Depth=0 Max_Depth=80 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=55 Max_Threads=55 Busy_Threads=22 Current_Connections=2122 Max_Connections=3452 Exceeded_Limit=0 Core_Result=N"
"2026-06-19T00:53:02.439Z","i-06d8bd0429c15d38c","smps_stats","[Fri Jun 19 2026 09:53:01] Msgs=776240990 Throughput=304.410858 Response_Time=17.163987 Wait_Time_In_Queue=0.004781 Max_HP_Msg=30 Max_NP_Msg=51 Current_Depth=0 Max_Depth=51 Current_High_Depth=0 Current_Norm_Depth=0 Current_Threads=52 Max_Threads=52 Busy_Threads=19 Current_Connections=2246 Max_Connections=2778 Exceeded_Limit=0 Core_Result=N"
